2625		0.009140941023655591
2470		0.007025604073949276
7553		0.0060400293147169866
1186		0.005666461574677915
7620		0.005378466488204145
5412		0.005341816368205025
7632		0.005310713180704369
4875		0.005216264349608752
6832		0.004922212618095634
2066		0.004776107389860626
8293		0.004747186352217074
214		0.004597444831051356
4735		0.004507488082174937
271		0.0036920019533119076
5210		0.0035640340174865432
8163		0.0035166026480949087
1842		0.003438480389606484
1026		0.003265028922112134
3537		0.003185495343810148
3117		0.0031840883223584176
2643		0.003121184436331238
299		0.0030734511052028786
7699		0.0029656717174042714
3755		0.0029546005577502617
5459		0.002921904683474466
1633		0.0028314720083603795
7890		0.0028233084112563207
4256		0.0028160419719553196
1726		0.002773630791621516
4247		0.0026889052306284964
8294		0.002540723790232683
4402		0.0025297146157135277
3408		0.0025251661594663057
7809		0.002493506825244197
5288		0.0024284978732129264
7961		0.0023616601272349338
3650		0.0022833761990684073
1412		0.0022670028822057322
7478		0.00226032507328135
1956		0.0022358623754518106
5963		0.0022262293736360376
7414		0.002225105491834254
7214		0.0021659537050939094
1453		0.002146885071476431
7803		0.002144943114644116
8295		0.0021006776637987755
4011		0.002040859240963153
3265		0.002038810614266636
2877		0.0020261391509051765
7908		0.002014458521211794
6148		0.002009949730257836
3130		0.001982473294024363
3516		0.0019631012198585906
6979		0.0019479479794436963
4940		0.0019285123131945175
4037		0.001923801715045743
5055		0.0019107631069313947
4349		0.0018932461589432242
2151		0.0018883513272301377
8178		0.0018768608833889136
7115		0.0018766376455645324
4179		0.0018742236380139621
6124		0.001863241230597765
3030		0.001846337222082056
3892		0.0018244733842675432
7587		0.0018208583800767848
3136		0.0018022204739679072
8174		0.001800648674673298
6496		0.0017817454584244336
1437		0.0017761352666629648
3307		0.0017463617336527712
8192		0.0017413117152686019
1893		0.0017048443834412415
5693		0.001679872924063554
4578		0.0016781245366946282
756		0.0016618429564463236
2185		0.0016573872662613994
7839		0.00165571807755439
930		0.0016305137642694853
7757		0.001618508832504887
4510		0.001586030063196784
6980		0.001570258854717821
5130		0.001544793975232026
1307		0.0015391819832684971
15		0.0015365891557178677
1464		0.0015322604236394568
4463		0.0015278008754054527
3014		0.0015249954580633508
5545		0.001506763206340817
6739		0.0015040575745359315
7763		0.0015008782868255657
6634		0.0014977590339924917
4373		0.0014922285978391076
5204		0.0014668295266695441
7927		0.0014521167406080367
3371		0.0014492143464843515
8121		0.0014468901014431284
8291		0.0014455995098977045
8212		0.0014427388900151896
6400		0.0014376515465306659
